timestamp,is_anomaly,Isolation Forest,One-Class SVM,LOF,AutoEncoder,Control chart (EWMA)
2013-12-10 06:25:00,1,0.06130249663605525,2.047856194953752,2.2018276678935242,3.2596824169158936,0.0
2013-12-10 06:30:00,1,0.013396752980544435,0.06234243291140373,1.1535616780471512,2.4858896732330322,2.3268075854197736
2013-12-10 06:35:00,1,0.025927432503653258,0.09680093123308886,1.2957044722615696,2.521832227706909,1.440825788974194
2013-12-10 06:40:00,1,0.04009473124657004,0.80754314163954,1.4433538688067373,2.790018320083618,3.235362496510772
2013-12-10 06:45:00,1,0.02282866281571916,0.038338964486845484,1.2033013512505133,2.430086851119995,1.9903955632016885
2013-12-10 06:50:00,1,0.03394274206738057,0.39726209327825046,1.518488994983056,2.617648124694824,0.6387066680133422
2013-12-10 06:55:00,1,0.03436078545399923,0.4690576181562207,1.5276822498566003,2.637590169906616,0.7125792238460935
2013-12-10 07:00:00,1,0.02994279047062187,0.6376091144325056,1.40860729629917,2.6540873050689697,2.3949137331306583
2013-12-10 07:05:00,1,0.020265997331612606,0.3408527067799749,1.270624950535451,2.5405454635620117,1.8189457948461436
2013-12-10 07:10:00,1,0.017642349767528875,0.4408087626269701,1.2631843896004473,2.580293893814087,1.9581965075618784
2013-12-10 07:15:00,1,0.01739490115914233,0.2963641449604708,1.2780374458862342,2.5732946395874023,0.8829308879788407
2013-12-10 07:20:00,1,0.023785501033157352,0.5003215267167818,1.4087764854378793,2.669132709503174,0.7122228115292892
2013-12-10 07:25:00,1,0.03709670144214927,0.817101301729771,1.4975891301073225,2.7910706996917725,0.7593948832379789
2013-12-10 07:30:00,1,0.03295842344111688,0.713438152367134,1.4168489547529524,2.721224784851074,0.8425826099265216
2013-12-10 07:35:00,1,0.027909959019386532,0.8865554290663713,1.4010321315879113,2.7372889518737793,1.7780513712120434
2013-12-10 07:40:00,1,0.031060228143176438,0.8160065031277632,1.5582387501106658,2.7596545219421387,0.8969748197411912
2013-12-10 07:45:00,1,0.03050716126011499,0.9494688566052911,1.4413844090313899,2.7509565353393555,1.6714577387193519
2013-12-10 07:50:00,1,0.039910834958727714,1.458503327029936,1.9492574260456643,2.9945383071899414,0.9705528155611949
2013-12-10 07:55:00,1,0.031097312527442633,0.9850114335626383,1.5487785442924111,2.750965118408203,1.1464076251491977
2013-12-10 08:00:00,1,0.0343831738518785,0.9649406686631838,1.5983488365188125,2.73433518409729,1.0498789291944426
2013-12-10 08:05:00,1,0.040141323971515486,1.0866588000446642,1.7647656176067064,2.7659082412719727,1.0827661012908414
2013-12-10 08:10:00,1,0.03548496104982213,1.1633076517561314,1.7204139456737184,2.7658777236938477,1.119089580046088
2013-12-10 08:15:00,1,0.03337592199833883,1.5599009886867705,1.7564207924067907,2.937678813934326,1.7843101319155934
2013-12-10 08:20:00,1,0.03078466178079653,1.2275886197781203,1.5514845953504566,2.8073806762695312,1.1763008455246846
2013-12-10 08:25:00,1,0.06569388179426394,2.9694795433706638,2.2254925564552464,3.471487045288086,1.2805281791665233
2013-12-10 08:30:00,1,0.039213130179374445,1.593335623711213,1.9131936416045536,2.9361655712127686,1.2295650404746117
